,1_10115_88_S4,1_70008_mor_imp,10_40039_S11,10_90002_mor_det,11_10102_mor_det,11_40044_S12,12_20042_eve_det,12_40035_S13,13_10119_94_S14,13_90006_eve_det,14_10104_eve_det,14_40003_S15,15_40047_S16,15_Control_blood_9,16_10103_I1,16_Control_blood_11,17_10108_I2,17_Control_blood_12,18_10136_I3,18_Control_blood_13,19_10141_I4,19_Control_blood_14,2_10131_83_S5,2_40058_mor_imp,20_10155_I5,20_Control_blood_15,21_10181_I6,21_Control_blood_16,22_10100_D1,22_Control_blood_17,23_10116_D2,23_Control_blood_18,24_10145_D3,24_Control_blood_19,25_10146_D4,26_10156_D5,27_30057_D6,3_10166_mor_imp,3_10189_45_S6,4_10177_eve_imp,4_90003_S7,5_10171_eve_imp,5_40026_S8,6_30065_S9,6_40049_eve_imp,7_30040_mor_det,8_60004_mor_det,9_30053_mor_det,9_30074_50_S10
tRF-30-86V8WPMN1E8Y,6,,2,,,,,5,6,,,5,1,,,,,,,,,,4,,,,,,,,,,,,,,,,4,,7,,1,3,,,,,
tRF-30-87R95RM3Y826,,,,1,,6,1,1,,,2,1,,,,,,,,,,,1,,,1,,,,,,1,,,,,,1,,1,,,,,,,,1,
tRF-30-87R9DRM3Y826,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-897PVP941QKS,1,21,4,14,24,1,24,5,1,24,32,,2,62,2,29,3,43,2,66,1,58,1,15,5,58,,59,1,95,2,59,2,63,2,,,39,1,21,2,29,3,1,16,9,17,13,
tRF-30-897PVP941WKS,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,
tRF-30-897PVP9N1QKS,,6,,8,10,1,9,1,,5,8,1,,1,,6,,4,,10,,14,,2,,1,,3,1,6,1,5,,4,,2,,4,1,8,,5,,,7,3,2,4,
tRF-30-8BPE0IOB9ZFH,,,,1,,,1,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,
tRF-30-8BR9M3W08SQ2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
tRF-30-8FFDXXE6XRK4,,,,,6,33,7,2,,1,1,1,,1,,,,4,1,4,,2,5,1,,5,,5,,3,1,,,,,,,,6,3,9,,11,1,1,1,1,2,1
tRF-30-8HM2OSRN2NKS,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,
tRF-30-8HM2OSRNLNKS,,,,1,3,,,,,,1,,,,1,1,,3,,1,,3,,2,,,,1,,,,2,,4,,,,,1,,,2,,,1,,3,,
tRF-30-8L8NRS9NS334,1,10,,2,14,1,10,,,2,,,2,1,,1,,3,,5,,6,1,2,,10,,6,,8,,5,1,,,,,9,3,8,1,4,3,,4,10,5,14,
tRF-30-8NRS9NS334L2,1,2,,6,17,6,17,,1,1,1,2,,5,,8,,18,,11,,6,3,1,,17,1,8,,15,1,9,,5,,,,15,5,8,3,13,5,,18,11,2,9,
tRF-30-8PHPDJXW7SD6,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,3,,,1,,1,,
tRF-30-8PR9DM3WWKL6,2,,2,2,4,,6,3,,4,1,1,,,,,1,1,,3,,1,,,1,2,,4,,1,,,,2,,,,1,,,1,10,,4,3,1,2,1,1
tRF-30-8Q9KZR3HJ3WB,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-8Q9MYKK6BEZ8,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-8SR95RKJH926,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-8YR9OMKJRJ46,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-8YR9OMKJRV46,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-8Z1MQ8YUHSQS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
tRF-30-8Z1MQ8YUYSQS,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-8ZLLQ6Q8V0M0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
tRF-30-90Q4R9OMKIWU,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-91547O6W9DY0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-9154SX1HN2ZP,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-91U45O6WNE88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
tRF-30-93QO945NB2NZ,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-941QKS3W2VR0,,1,,1,1,,,,,,,,,1,,4,,2,,3,,2,,,,2,,,,2,,7,,2,,,,1,,1,,2,,,1,1,1,,
tRF-30-94FQFY392J1Y,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-94SX73V2Y8L9,3,,8,,,6,,15,15,,,15,8,,,,,,,,,,4,,,,,,,,,,,,,,,,10,,10,,10,6,,,,,12
tRF-30-94SX7JV2Y8LZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1
tRF-30-94U47P299DZU,,2,,,2,,,,,,2,,,8,,13,,7,,8,,4,,1,,6,,14,,3,,3,1,5,,,,2,,,,1,,,1,2,1,1,
tRF-30-94U47P299JZU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
tRF-30-94U4SP299DWU,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-94V4SMIFFNKQ,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,1,,,,1,,,,,,,,,1,,
tRF-30-983FPD48YUHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
tRF-30-9D9OHXDD1KYK,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-9EDJHP3R6J9K,,,,,1,,2,,,,,,,,,,,,,2,,1,,,,,,,,1,,2,,1,,,,,,1,,,,,,,1,,
tRF-30-9EDJI83RUJJK,,2,,,,,,,,1,,,,1,,,,,,,,,,3,,,,2,,1,,,,1,,,,1,,1,,,,,,1,,,
tRF-30-9EDJSYE96MF0,,,,,,,,,,,1,,,2,,,,1,,1,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,
tRF-30-9EDJSYIR6MF0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-9EFVI8E9UN20,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-9EUK46S9Y8RH,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,
tRF-30-9EYK46S9Y81H,,,,,,,,,,,1,,,,,2,,2,,1,2,,,,,2,,,,,,1,,1,,,,,,,,,,,1,,,,
tRF-30-9EYK46S9Y8RH,,2,,,,,2,,,1,1,,,1,,1,,2,,3,,,,,,,,1,,,,4,,5,,,,3,,1,,2,,,1,1,,,
tRF-30-9EYK46SQYU9H,,,,,,,,,,2,,,,,,9,,6,,4,,2,,,,1,,2,,2,,5,,4,,1,,1,,,,1,,,1,,,,
tRF-30-9HSX73V2Y8L9,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-9IMYSX73IEWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
tRF-30-9KIWRNL3KQNK,,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,
tRF-30-9L5FZUNF56FK,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,1,,,,,,,,,,,
tRF-30-9L8422YRI7XU,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
tRF-30-9LFQFY392J1Y,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
tRF-30-9LON4VN1EH6K,1,237,,282,166,,233,,2,165,306,,,353,1,732,2,359,2,363,4,321,,184,4,256,2,283,4,414,4,752,1,444,2,,2,183,,249,,206,,,225,151,294,254,1
tRF-30-9M739P8WQ0D5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
tRF-30-9MV47P596VW6,24,60,30,75,58,,102,76,42,38,69,60,26,61,6,241,2,59,,93,1,72,27,30,1,75,1,78,2,115,2,97,2,177,2,3,4,62,57,78,65,64,56,41,80,53,113,64,53
tRF-30-9MV4QP596VZ6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
tRF-30-9MVH7P59N3Z6,1,32,,24,36,,60,,1,24,48,,,172,1,567,,257,,206,,214,1,22,,177,1,262,,207,,301,,377,,,,26,1,24,,40,1,,39,36,48,37,
tRF-30-9N15WV7W6SJF,,,,,,,,,,1,,,,,,5,,1,,2,,2,,,,1,,2,,1,,6,,3,,,,1,,,,,,,,,,1,
tRF-30-9N1EWJQ72S3H,,2,,,3,,,,,2,2,,,1,2,1,1,1,1,1,1,4,,,2,,,1,,,,4,,1,,,1,1,,1,,2,,,6,,3,2,
tRF-30-9N1QKS3W2VR0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
tRF-30-9NF5W8E7OMJH,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-9NFQFY392J1Y,,,,,,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,1,,,
tRF-30-9NH57S362VO0,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-9NJ4S2I7L7PQ,,,,,,,,,,,1,,,1,,2,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,
tRF-30-9O08F4BDNZ8O,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,
tRF-30-9O9NF5W8E7OM,,,,,,,,4,1,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,2,,,,,5
tRF-30-9O9NF5W8EZOM,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
tRF-30-B4Z3V5393L41,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-BE7XO8Q6J6K6,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,
tRF-30-BJD5EUB4ZPEK,,2,,7,11,,1,,,1,1,,,8,,,,1,,4,,1,,1,,,,4,,3,,,,1,,,,2,,2,,,,,,1,8,4,
tRF-30-BNFENPNYRVU4,,2,,,2,,2,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,2,,
tRF-30-BZBDZ516538E,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-D5EUB4ZPEK45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
tRF-30-D7OOJ0QXL13X,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-D8H0PI673OPP,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
tRF-30-D8H0PMF732Q8,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,,,1,,,,1,,1,,,,,,,,3,
tRF-30-D8H0PN673OPP,,,,2,1,,,,,2,,,,,,2,,,,1,,,,2,,1,,,,,,1,,1,,,,2,,3,,,,,1,1,1,,
tRF-30-D8H0QMXIW282,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-D8H0QMXN3282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
tRF-30-D8YJE76INB88,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-D8YJE76INB8P,,,,,,,,,,,,,,1,,1,,,,1,,1,,,,1,,1,,1,1,1,,1,,,,,,,,2,,,4,,,4,
tRF-30-D9W1X6L85J3K,,1,,1,1,,6,,,,4,,,2,,1,1,,1,1,,1,,,,1,,,,1,,1,,1,,,,1,,5,,,,,3,2,3,1,1
tRF-30-DBNIB9I1KQSX,1,5,,11,42,31,36,2,,15,6,1,,50,,6,,19,,15,,22,17,13,1,37,,30,,10,,8,,6,,,,17,11,27,18,10,21,2,12,6,8,13,
tRF-30-DJE83RUJJKIW,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
tRF-30-DJHP3R6J9KIW,,,,,,,1,,,,,,,4,,2,,,,3,,,,,,,,,,1,,1,,3,,,,2,,2,,,,,2,,2,1,
tRF-30-DJI83RUJJKIW,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,
tRF-30-DPZOIPD7VIZK,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-DW9NH1NRM5U6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,
tRF-30-DWY2MJ8F81KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,1,,,
tRF-30-DXOMYJZ87ID8,,,,,3,,,,,,,,,,,,,,,1,1,1,,1,,1,,2,,1,,,,,,,,,,,,1,,,,,,2,
tRF-30-E2ONZ2Y91293,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,
tRF-30-E76INB8PLML3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
tRF-30-ENL725QB1MK8,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-EO7N987X1RJY,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-ERFMF0QV7NLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
tRF-30-EVFMD0SRMN2E,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-EZU05OJIH6Z3,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,
tRF-30-F0IV1NL33VL8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
tRF-30-F0QV7NLE2WMK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,
tRF-30-F732Q86N7KYU,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-F8DHXY6RHDK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
tRF-30-F8YKIR9NY5KK,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,
tRF-30-F91SS2P46INO,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
tRF-30-F91SS2PMFIZO,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-FBQ622EVUIJV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
tRF-30-FDXXE6XRK4WO,,,,1,11,,10,,,8,2,,,11,,2,,9,,13,,2,,3,,9,,9,,3,,,,6,,,,7,,8,,2,,,1,2,4,3,
tRF-30-FENPNYRVU472,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
tRF-30-FEWS3V2VR0PS,,,,2,,,1,,,1,2,,,,,1,1,1,,,,1,,,,,,,,1,,2,,,,,,,,,,,,,,,,3,
tRF-30-FFR3VJ4ZZ526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
tRF-30-FH690M0RHB26,,,,,,,,,3,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,1,
tRF-30-FMD0SR9N2E3K,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-FMF0QV7NLE2W,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-FN5KYUSRYWRS,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-FN7BWU2F5JYH,,,,,,,2,,,,,,,1,1,1,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,
tRF-30-FN8DYDZDL9X1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
tRF-30-FP18LPMBQ4NK,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,1,,,,1,1,,,,,,,1,,,,,,,1,,
tRF-30-FQFY392J1Y0S,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-FQR47673FEWS,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,
tRF-30-FQZDXPHO53KS,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
tRF-30-FR6LQ6S8V0J6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
tRF-30-FRJ4PXI2UKJY,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-FVLY7L73HQP0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-FWQ8P6U1J0SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
tRF-30-FZ93QO945NB2,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
tRF-30-H0PI673OPP6N,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-H0PMF732Q86N,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,
tRF-30-H0PN673OPP6N,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
tRF-30-H3RUSMKVNMEH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
tRF-30-H4SXQ3V2Y7RZ,,,,1,,,,,,1,1,,,1,,4,,3,,,1,1,,,,,,1,,1,,1,,2,,,,,,1,,,,,,,,,
tRF-30-HBEXBIYFSP1N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
tRF-30-HDK2RSI2WB0Q,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,
tRF-30-HFNBDWY2MJ8F,,,,,,,,,2,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,1,1,,,,1,,,,
tRF-30-HJ83ML5F82NZ,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,1,,,
tRF-30-HJX78OP3X1M3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-HKIK74HK9FM0,,,,,2,,2,,,,,,,,,,,2,,2,,6,,,,4,,5,,4,,,,,,,,,,,,,,,,,,1,
tRF-30-HMI8W47W1R7H,,1,,1,2,2,6,,1,1,1,,,2,,,,1,,1,,1,,2,,3,,4,,1,,4,,,,,,2,,6,1,8,2,,2,2,5,3,
tRF-30-HPDEXK7S1RNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,
tRF-30-HPDJXW7SD6MS,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
tRF-30-HPIWOMXF026Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
tRF-30-HQ9M739P8WQ0,,5,,2,3,1,5,,,4,1,,,,,2,,6,,3,,8,,2,,27,,8,,3,,5,,2,,,,4,,4,,8,,,4,12,3,9,
tRF-30-HQP0IRJ9ZH0S,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-HR94SX73V2Y8,,1,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,
tRF-30-HRL7S5QKF1R3,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-HWH3RXSINHZ4,,,,,,,,,,,,,,,,1,,,,,,1,,,,2,,1,,,,,,,,,,,,,,,,,,,,,
tRF-30-HY13KK761RNN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
tRF-30-HYD33U7SB7J0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
tRF-30-I2NIDRIWQ7PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
tRF-30-I2NIDRIWQZPH,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
tRF-30-I2UKJ6P9M0NK,,3,,2,4,,4,,,4,3,,,4,,5,,4,,3,,2,,2,,5,,3,,5,,10,,4,,,,5,,4,,3,,,1,6,6,2,
tRF-30-I2UKJYP940KK,,,,2,,,3,,,,2,,,1,,,,1,,1,,,,1,,1,,,,,,3,,2,,,,2,,,,1,,,2,1,3,1,
tRF-30-I2UKM759MEJB,,1,,,,,,,,,,,,1,,2,,1,,3,,1,,1,,,,1,,,,2,,,,,,1,,,,,,,1,,,,
tRF-30-I2UKM7OZMEJB,,2,,,1,,,,,,,,,1,,2,,2,,1,,2,,1,,3,,2,,1,,2,,1,,,,,,,,,,,1,1,,,
tRF-30-I2VHJYOZ4E8B,,,,,,,2,,,,,,,1,,1,,,,,,,,,,1,,2,,,,1,,,,,,,,,,,,,,,1,,
tRF-30-I7L7P5QK11M3,,,,,1,,4,,1,,1,,,,,,,1,,,1,,,,,,,,1,1,,1,,,,,,,2,,,,,,1,,,,
tRF-30-I7MN93301M3K,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-I83RUJJKIWRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,
tRF-30-I8W47W1R7HFE,,10,,6,10,,5,,1,7,1,,,1,2,9,3,5,4,9,1,10,,7,1,4,,12,,16,3,7,2,6,,4,4,11,,6,,20,,,13,17,11,14,
tRF-30-IF54RNZFS7U6,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-INVDRI2Q2RJO,,,,,,,2,,,,,,,2,,,,,,,,,,,,2,,,,1,,,,,,,,,,1,,,,,,,,1,
tRF-30-IPD7VIZKXXI3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-IPRVYJ9XEO7N,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-IR9NY5KKM1M3,,,,,,,,,,,,,,,,,1,,7,,5,,,,15,,5,,,,1,,2,,1,4,2,,,,,,,,,,,,
tRF-30-ISQI45LSM1M3,1,1,,,,,,,,,,,,,1,,2,,1,,1,,,,3,,1,,,,2,,,,1,,,,,,,,,,,,,1,
tRF-30-IYEVFMD0SRMN,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-J0K8UMPLBIUB,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-J188FYRE987S,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,
tRF-30-J29154SX1HK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
tRF-30-J2915HSX1HNH,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-J4S2I7L7K5QK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
tRF-30-J4S2I7L7P5QK,,4,,8,2,,4,,,4,3,,,7,1,14,,3,1,7,,5,,6,1,9,,5,,12,,21,,5,,,,3,,9,,6,,,7,3,4,,
tRF-30-J4S2I7L7PQQK,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-J4S2PNXIP280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
tRF-30-J87383RPD9W1,1,,3,,,,,3,4,,,2,1,,,,,,,,,,2,,,,,,,,,,,,,,,,4,,1,,3,3,,,,,5
tRF-30-J8WPMN1E8Y7Z,,,,,,,1,,,,,,,1,,2,,,,6,,2,,,,3,,3,,4,,6,,2,,,,,,,,1,,,1,,,,
tRF-30-J9ZH0SR9593K,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
tRF-30-JB59V3WD8YQ8,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-JB5Y13W087W4,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tRF-30-JHOJ7IR1JOKP,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
tRF-30-JJ6RRNLIK898,,,,,,,,,,,,,,,4,,,,2,1,1,,,,2,,1,,1,,,,1,2,,,1,,,,,,,,,,,,
tRF-30-JK7PF59MZLB6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
tRF-30-JKIWRNL3KQNK,,2,,1,,,,,,1,,,,2,,,,,,,,,,,,3,,2,,,,,,,,,,3,,,,1,,,1,1,1,1,
tRF-30-JKW4R951KHZK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
